,step,mx,final,xy
2989,40,50,87.0,"(-3462.0, -3269.0)"
2990,40,50,-56.0,"(-3462.0, -3269.0)"
2991,40,50,-55.0,"(-3462.0, -3269.0)"
2992,40,50,-1022.0,"(-3462.0, -3269.0)"
2993,40,50,75.0,"(-3462.0, -3269.0)"
2994,40,50,94.0,"(-3462.0, -3269.0)"
2995,40,50,-981.0,"(-3462.0, -3269.0)"
2996,40,50,-982.0,"(-3462.0, -3269.0)"
2997,40,50,-1022.0,"(-3462.0, -3269.0)"
2998,40,50,86.0,"(-3462.0, -3269.0)"
2999,40,50,92.0,"(-3462.0, -3269.0)"
3000,100,5,-193.0,"(545.0, -2765.0)"
3001,100,5,-215.0,"(545.0, -2765.0)"
3002,100,5,-195.0,"(545.0, -2765.0)"
3003,100,5,-230.0,"(545.0, -2765.0)"
3004,100,5,-72.0,"(545.0, -2765.0)"
3005,100,5,-81.0,"(545.0, -2765.0)"
3006,100,5,-85.0,"(545.0, -2765.0)"
3007,100,5,-222.0,"(545.0, -2765.0)"
3008,100,5,-229.0,"(545.0, -2765.0)"
3009,100,5,-193.0,"(545.0, -2765.0)"
3010,100,5,-213.0,"(545.0, -2765.0)"
3011,100,5,-83.0,"(545.0, -2765.0)"
3012,100,5,-187.0,"(545.0, -2765.0)"
3013,100,5,-72.0,"(545.0, -2765.0)"
3014,100,5,0.0,"(545.0, -2765.0)"
3015,100,5,-76.0,"(545.0, -2765.0)"
3016,100,5,-225.0,"(545.0, -2765.0)"
3017,100,5,-205.0,"(545.0, -2765.0)"
3018,100,5,-83.0,"(545.0, -2765.0)"
3019,100,5,-222.0,"(545.0, -2765.0)"
3020,100,5,-228.0,"(545.0, -2765.0)"
3021,100,5,-215.0,"(545.0, -2765.0)"
3022,100,5,-218.0,"(545.0, -2765.0)"
3023,100,5,-212.0,"(545.0, -2765.0)"
3024,100,5,-225.0,"(545.0, -2765.0)"
3025,100,5,-2.0,"(545.0, -2765.0)"
3026,100,5,-194.0,"(545.0, -2765.0)"
3027,100,5,-213.0,"(545.0, -2765.0)"
3028,100,5,-195.0,"(545.0, -2765.0)"
3029,100,5,-83.0,"(545.0, -2765.0)"
3030,100,5,-75.0,"(545.0, -2765.0)"
3031,100,5,-218.0,"(545.0, -2765.0)"
3032,100,5,-230.0,"(545.0, -2765.0)"
3033,100,5,-73.0,"(545.0, -2765.0)"
3034,100,5,-2.0,"(545.0, -2765.0)"
3035,100,5,-76.0,"(545.0, -2765.0)"
3036,100,5,-71.0,"(545.0, -2765.0)"
3037,100,5,-212.0,"(545.0, -2765.0)"
3038,100,5,-215.0,"(545.0, -2765.0)"
3039,100,5,-224.0,"(545.0, -2765.0)"
3040,100,5,-228.0,"(545.0, -2765.0)"
3041,100,5,-215.0,"(545.0, -2765.0)"
3042,100,5,-209.0,"(545.0, -2765.0)"
3043,100,5,-211.0,"(545.0, -2765.0)"
3044,100,5,-191.0,"(545.0, -2765.0)"
3045,100,5,-204.0,"(545.0, -2765.0)"
3046,100,5,-77.0,"(545.0, -2765.0)"
3047,100,5,-208.0,"(545.0, -2765.0)"
3048,100,5,-208.0,"(545.0, -2765.0)"
3049,100,5,-78.0,"(545.0, -2765.0)"
3050,100,5,-211.0,"(545.0, -2765.0)"
3051,100,5,-72.0,"(545.0, -2765.0)"
3052,100,5,-187.0,"(545.0, -2765.0)"
3053,100,5,-216.0,"(545.0, -2765.0)"
3054,100,5,-80.0,"(545.0, -2765.0)"
3055,100,5,-228.0,"(545.0, -2765.0)"
3056,100,5,-195.0,"(545.0, -2765.0)"
3057,100,5,-229.0,"(545.0, -2765.0)"
3058,100,5,-223.0,"(545.0, -2765.0)"
3059,100,5,-83.0,"(545.0, -2765.0)"
3060,100,5,-187.0,"(545.0, -2765.0)"
3061,100,5,-192.0,"(545.0, -2765.0)"
3062,100,5,-76.0,"(545.0, -2765.0)"
3063,100,5,-215.0,"(545.0, -2765.0)"
3064,100,5,-226.0,"(545.0, -2765.0)"
3065,100,5,-82.0,"(545.0, -2765.0)"
3066,100,5,-225.0,"(545.0, -2765.0)"
3067,100,5,-228.0,"(545.0, -2765.0)"
3068,100,5,-72.0,"(545.0, -2765.0)"
3069,100,5,-2.0,"(545.0, -2765.0)"
3070,100,5,-187.0,"(545.0, -2765.0)"
3071,100,5,-216.0,"(545.0, -2765.0)"
3072,100,5,-198.0,"(545.0, -2765.0)"
3073,100,5,-2.0,"(545.0, -2765.0)"
3074,100,5,-227.0,"(545.0, -2765.0)"
3075,100,5,-214.0,"(545.0, -2765.0)"
3076,100,5,-188.0,"(545.0, -2765.0)"
3077,100,5,-76.0,"(545.0, -2765.0)"
3078,100,5,1.0,"(545.0, -2765.0)"
3079,100,5,-82.0,"(545.0, -2765.0)"
3080,100,5,-197.0,"(545.0, -2765.0)"
3081,100,5,-211.0,"(545.0, -2765.0)"
3082,100,5,-73.0,"(545.0, -2765.0)"
3083,100,5,-85.0,"(545.0, -2765.0)"
3084,100,5,-215.0,"(545.0, -2765.0)"
3085,100,5,-78.0,"(545.0, -2765.0)"
3086,100,5,1.0,"(545.0, -2765.0)"
3087,100,5,-228.0,"(545.0, -2765.0)"
3088,100,5,-74.0,"(545.0, -2765.0)"
3089,100,5,0.0,"(545.0, -2765.0)"
3090,100,5,-211.0,"(545.0, -2765.0)"
3091,100,5,-212.0,"(545.0, -2765.0)"
3092,100,5,-225.0,"(545.0, -2765.0)"
3093,100,5,-212.0,"(545.0, -2765.0)"
3094,100,5,-226.0,"(545.0, -2765.0)"
3095,100,5,-73.0,"(545.0, -2765.0)"
3096,100,5,-191.0,"(545.0, -2765.0)"
3097,100,5,-82.0,"(545.0, -2765.0)"
3098,100,5,-195.0,"(545.0, -2765.0)"
3099,100,5,-188.0,"(545.0, -2765.0)"
3100,100,10,8.0,"(-1160.0, -1923.0)"
3101,100,10,85.0,"(-1160.0, -1923.0)"
3102,100,10,71.0,"(-1160.0, -1923.0)"
3103,100,10,-508.0,"(-1160.0, -1923.0)"
3104,100,10,3.0,"(-1160.0, -1923.0)"
3105,100,10,-499.0,"(-1160.0, -1923.0)"
3106,100,10,10.0,"(-1160.0, -1923.0)"
3107,100,10,-521.0,"(-1160.0, -1923.0)"
3108,100,10,7.0,"(-1160.0, -1923.0)"
3109,100,10,-495.0,"(-1160.0, -1923.0)"
3110,100,10,27.0,"(-1160.0, -1923.0)"
3111,100,10,83.0,"(-1160.0, -1923.0)"
3112,100,10,83.0,"(-1160.0, -1923.0)"
3113,100,10,10.0,"(-1160.0, -1923.0)"
3114,100,10,-496.0,"(-1160.0, -1923.0)"
3115,100,10,70.0,"(-1160.0, -1923.0)"
3116,100,10,73.0,"(-1160.0, -1923.0)"
3117,100,10,-524.0,"(-1160.0, -1923.0)"
3118,100,10,70.0,"(-1160.0, -1923.0)"
3119,100,10,74.0,"(-1160.0, -1923.0)"
3120,100,10,2.0,"(-1160.0, -1923.0)"
3121,100,10,-509.0,"(-1160.0, -1923.0)"
3122,100,10,8.0,"(-1160.0, -1923.0)"
3123,100,10,-505.0,"(-1160.0, -1923.0)"
3124,100,10,11.0,"(-1160.0, -1923.0)"
3125,100,10,-520.0,"(-1160.0, -1923.0)"
3126,100,10,21.0,"(-1160.0, -1923.0)"
3127,100,10,25.0,"(-1160.0, -1923.0)"
3128,100,10,71.0,"(-1160.0, -1923.0)"
3129,100,10,22.0,"(-1160.0, -1923.0)"
3130,100,10,29.0,"(-1160.0, -1923.0)"
3131,100,10,-514.0,"(-1160.0, -1923.0)"
3132,100,10,-500.0,"(-1160.0, -1923.0)"
3133,100,10,9.0,"(-1160.0, -1923.0)"
3134,100,10,25.0,"(-1160.0, -1923.0)"
3135,100,10,-512.0,"(-1160.0, -1923.0)"
3136,100,10,-502.0,"(-1160.0, -1923.0)"
3137,100,10,9.0,"(-1160.0, -1923.0)"
3138,100,10,70.0,"(-1160.0, -1923.0)"
3139,100,10,11.0,"(-1160.0, -1923.0)"
3140,100,10,-522.0,"(-1160.0, -1923.0)"
3141,100,10,25.0,"(-1160.0, -1923.0)"
3142,100,10,10.0,"(-1160.0, -1923.0)"
3143,100,10,82.0,"(-1160.0, -1923.0)"
3144,100,10,23.0,"(-1160.0, -1923.0)"
3145,100,10,75.0,"(-1160.0, -1923.0)"
3146,100,10,-509.0,"(-1160.0, -1923.0)"
3147,100,10,-521.0,"(-1160.0, -1923.0)"
3148,100,10,84.0,"(-1160.0, -1923.0)"
3149,100,10,-501.0,"(-1160.0, -1923.0)"
3150,100,10,-507.0,"(-1160.0, -1923.0)"
3151,100,10,-508.0,"(-1160.0, -1923.0)"
3152,100,10,9.0,"(-1160.0, -1923.0)"
3153,100,10,83.0,"(-1160.0, -1923.0)"
3154,100,10,29.0,"(-1160.0, -1923.0)"
3155,100,10,24.0,"(-1160.0, -1923.0)"
3156,100,10,-508.0,"(-1160.0, -1923.0)"
3157,100,10,-508.0,"(-1160.0, -1923.0)"
3158,100,10,12.0,"(-1160.0, -1923.0)"
3159,100,10,85.0,"(-1160.0, -1923.0)"
3160,100,10,18.0,"(-1160.0, -1923.0)"
3161,100,10,21.0,"(-1160.0, -1923.0)"
3162,100,10,8.0,"(-1160.0, -1923.0)"
3163,100,10,-511.0,"(-1160.0, -1923.0)"
3164,100,10,19.0,"(-1160.0, -1923.0)"
3165,100,10,-514.0,"(-1160.0, -1923.0)"
3166,100,10,-504.0,"(-1160.0, -1923.0)"
3167,100,10,11.0,"(-1160.0, -1923.0)"
3168,100,10,19.0,"(-1160.0, -1923.0)"
3169,100,10,-499.0,"(-1160.0, -1923.0)"
3170,100,10,18.0,"(-1160.0, -1923.0)"
3171,100,10,25.0,"(-1160.0, -1923.0)"
3172,100,10,72.0,"(-1160.0, -1923.0)"
3173,100,10,-505.0,"(-1160.0, -1923.0)"
3174,100,10,18.0,"(-1160.0, -1923.0)"
3175,100,10,85.0,"(-1160.0, -1923.0)"
3176,100,10,-511.0,"(-1160.0, -1923.0)"
3177,100,10,-501.0,"(-1160.0, -1923.0)"
3178,100,10,-519.0,"(-1160.0, -1923.0)"
3179,100,10,19.0,"(-1160.0, -1923.0)"
3180,100,10,70.0,"(-1160.0, -1923.0)"
3181,100,10,72.0,"(-1160.0, -1923.0)"
3182,100,10,12.0,"(-1160.0, -1923.0)"
3183,100,10,23.0,"(-1160.0, -1923.0)"
3184,100,10,73.0,"(-1160.0, -1923.0)"
3185,100,10,10.0,"(-1160.0, -1923.0)"
3186,100,10,84.0,"(-1160.0, -1923.0)"
3187,100,10,-499.0,"(-1160.0, -1923.0)"
3188,100,10,11.0,"(-1160.0, -1923.0)"
3189,100,10,71.0,"(-1160.0, -1923.0)"
3190,100,10,26.0,"(-1160.0, -1923.0)"
3191,100,10,23.0,"(-1160.0, -1923.0)"
3192,100,10,23.0,"(-1160.0, -1923.0)"
3193,100,10,73.0,"(-1160.0, -1923.0)"
3194,100,10,84.0,"(-1160.0, -1923.0)"
3195,100,10,73.0,"(-1160.0, -1923.0)"
3196,100,10,20.0,"(-1160.0, -1923.0)"
3197,100,10,16.0,"(-1160.0, -1923.0)"
3198,100,10,-519.0,"(-1160.0, -1923.0)"
3199,100,10,84.0,"(-1160.0, -1923.0)"
3200,100,15,-705.0,"(-4056.0, -3877.0)"
3201,100,15,-73.0,"(-4056.0, -3877.0)"
3202,100,15,-74.0,"(-4056.0, -3877.0)"
3203,100,15,-84.0,"(-4056.0, -3877.0)"
3204,100,15,-730.0,"(-4056.0, -3877.0)"
3205,100,15,-720.0,"(-4056.0, -3877.0)"
3206,100,15,3.0,"(-4056.0, -3877.0)"
3207,100,15,-72.0,"(-4056.0, -3877.0)"
3208,100,15,-712.0,"(-4056.0, -3877.0)"
3209,100,15,-91.0,"(-4056.0, -3877.0)"
3210,100,15,-728.0,"(-4056.0, -3877.0)"
3211,100,15,-71.0,"(-4056.0, -3877.0)"
3212,100,15,-719.0,"(-4056.0, -3877.0)"
3213,100,15,5.0,"(-4056.0, -3877.0)"
3214,100,15,-88.0,"(-4056.0, -3877.0)"
3215,100,15,-77.0,"(-4056.0, -3877.0)"
3216,100,15,-730.0,"(-4056.0, -3877.0)"
3217,100,15,-70.0,"(-4056.0, -3877.0)"
3218,100,15,-715.0,"(-4056.0, -3877.0)"
3219,100,15,-87.0,"(-4056.0, -3877.0)"
3220,100,15,-81.0,"(-4056.0, -3877.0)"
3221,100,15,-86.0,"(-4056.0, -3877.0)"
3222,100,15,-77.0,"(-4056.0, -3877.0)"
3223,100,15,-714.0,"(-4056.0, -3877.0)"
3224,100,15,-719.0,"(-4056.0, -3877.0)"
3225,100,15,-715.0,"(-4056.0, -3877.0)"
3226,100,15,-71.0,"(-4056.0, -3877.0)"
3227,100,15,-703.0,"(-4056.0, -3877.0)"
3228,100,15,-715.0,"(-4056.0, -3877.0)"
3229,100,15,-719.0,"(-4056.0, -3877.0)"
3230,100,15,-72.0,"(-4056.0, -3877.0)"
3231,100,15,-722.0,"(-4056.0, -3877.0)"
3232,100,15,-75.0,"(-4056.0, -3877.0)"
3233,100,15,-712.0,"(-4056.0, -3877.0)"
3234,100,15,-78.0,"(-4056.0, -3877.0)"
3235,100,15,-725.0,"(-4056.0, -3877.0)"
3236,100,15,4.0,"(-4056.0, -3877.0)"
3237,100,15,-85.0,"(-4056.0, -3877.0)"
3238,100,15,-728.0,"(-4056.0, -3877.0)"
3239,100,15,-88.0,"(-4056.0, -3877.0)"
3240,100,15,-89.0,"(-4056.0, -3877.0)"
3241,100,15,-710.0,"(-4056.0, -3877.0)"
3242,100,15,-729.0,"(-4056.0, -3877.0)"
3243,100,15,-84.0,"(-4056.0, -3877.0)"
3244,100,15,-75.0,"(-4056.0, -3877.0)"
3245,100,15,-93.0,"(-4056.0, -3877.0)"
3246,100,15,-709.0,"(-4056.0, -3877.0)"
3247,100,15,-711.0,"(-4056.0, -3877.0)"
3248,100,15,-74.0,"(-4056.0, -3877.0)"
3249,100,15,4.0,"(-4056.0, -3877.0)"
3250,100,15,-719.0,"(-4056.0, -3877.0)"
3251,100,15,-723.0,"(-4056.0, -3877.0)"
3252,100,15,-702.0,"(-4056.0, -3877.0)"
3253,100,15,-707.0,"(-4056.0, -3877.0)"
3254,100,15,-701.0,"(-4056.0, -3877.0)"
3255,100,15,-710.0,"(-4056.0, -3877.0)"
3256,100,15,-725.0,"(-4056.0, -3877.0)"
3257,100,15,-703.0,"(-4056.0, -3877.0)"
3258,100,15,-700.0,"(-4056.0, -3877.0)"
3259,100,15,3.0,"(-4056.0, -3877.0)"
3260,100,15,-708.0,"(-4056.0, -3877.0)"
3261,100,15,-715.0,"(-4056.0, -3877.0)"
3262,100,15,-708.0,"(-4056.0, -3877.0)"
3263,100,15,-720.0,"(-4056.0, -3877.0)"
3264,100,15,-91.0,"(-4056.0, -3877.0)"
3265,100,15,-701.0,"(-4056.0, -3877.0)"
3266,100,15,5.0,"(-4056.0, -3877.0)"
3267,100,15,-87.0,"(-4056.0, -3877.0)"
3268,100,15,-708.0,"(-4056.0, -3877.0)"
3269,100,15,-90.0,"(-4056.0, -3877.0)"
3270,100,15,-716.0,"(-4056.0, -3877.0)"
3271,100,15,-718.0,"(-4056.0, -3877.0)"
3272,100,15,-88.0,"(-4056.0, -3877.0)"
3273,100,15,-74.0,"(-4056.0, -3877.0)"
3274,100,15,-77.0,"(-4056.0, -3877.0)"
3275,100,15,-715.0,"(-4056.0, -3877.0)"
3276,100,15,-705.0,"(-4056.0, -3877.0)"
3277,100,15,-72.0,"(-4056.0, -3877.0)"
3278,100,15,-709.0,"(-4056.0, -3877.0)"
3279,100,15,-719.0,"(-4056.0, -3877.0)"
3280,100,15,-715.0,"(-4056.0, -3877.0)"
3281,100,15,-91.0,"(-4056.0, -3877.0)"
3282,100,15,-710.0,"(-4056.0, -3877.0)"
3283,100,15,-75.0,"(-4056.0, -3877.0)"
3284,100,15,-704.0,"(-4056.0, -3877.0)"
3285,100,15,-729.0,"(-4056.0, -3877.0)"
3286,100,15,-702.0,"(-4056.0, -3877.0)"
3287,100,15,-718.0,"(-4056.0, -3877.0)"
3288,100,15,-705.0,"(-4056.0, -3877.0)"
3289,100,15,-704.0,"(-4056.0, -3877.0)"
3290,100,15,-720.0,"(-4056.0, -3877.0)"
3291,100,15,-71.0,"(-4056.0, -3877.0)"
3292,100,15,-706.0,"(-4056.0, -3877.0)"
3293,100,15,-72.0,"(-4056.0, -3877.0)"
3294,100,15,-699.0,"(-4056.0, -3877.0)"
3295,100,15,-727.0,"(-4056.0, -3877.0)"
3296,100,15,2.0,"(-4056.0, -3877.0)"
3297,100,15,-82.0,"(-4056.0, -3877.0)"
3298,100,15,-713.0,"(-4056.0, -3877.0)"
3299,100,15,-75.0,"(-4056.0, -3877.0)"
3300,100,20,27.0,"(-3577.0, -2639.0)"
3301,100,20,88.0,"(-3577.0, -2639.0)"
3302,100,20,81.0,"(-3577.0, -2639.0)"
3303,100,20,89.0,"(-3577.0, -2639.0)"
3304,100,20,1.0,"(-3577.0, -2639.0)"
3305,100,20,96.0,"(-3577.0, -2639.0)"
3306,100,20,75.0,"(-3577.0, -2639.0)"
3307,100,20,26.0,"(-3577.0, -2639.0)"
3308,100,20,70.0,"(-3577.0, -2639.0)"
3309,100,20,88.0,"(-3577.0, -2639.0)"
3310,100,20,15.0,"(-3577.0, -2639.0)"
3311,100,20,14.0,"(-3577.0, -2639.0)"
3312,100,20,30.0,"(-3577.0, -2639.0)"
3313,100,20,87.0,"(-3577.0, -2639.0)"
3314,100,20,90.0,"(-3577.0, -2639.0)"
3315,100,20,18.0,"(-3577.0, -2639.0)"
3316,100,20,78.0,"(-3577.0, -2639.0)"
3317,100,20,2.0,"(-3577.0, -2639.0)"
3318,100,20,15.0,"(-3577.0, -2639.0)"
3319,100,20,14.0,"(-3577.0, -2639.0)"
3320,100,20,89.0,"(-3577.0, -2639.0)"
3321,100,20,8.0,"(-3577.0, -2639.0)"
3322,100,20,73.0,"(-3577.0, -2639.0)"
3323,100,20,13.0,"(-3577.0, -2639.0)"
3324,100,20,70.0,"(-3577.0, -2639.0)"
3325,100,20,82.0,"(-3577.0, -2639.0)"
3326,100,20,12.0,"(-3577.0, -2639.0)"
3327,100,20,94.0,"(-3577.0, -2639.0)"
3328,100,20,83.0,"(-3577.0, -2639.0)"
3329,100,20,72.0,"(-3577.0, -2639.0)"
3330,100,20,70.0,"(-3577.0, -2639.0)"
3331,100,20,15.0,"(-3577.0, -2639.0)"
3332,100,20,71.0,"(-3577.0, -2639.0)"
3333,100,20,89.0,"(-3577.0, -2639.0)"
3334,100,20,97.0,"(-3577.0, -2639.0)"
3335,100,20,3.0,"(-3577.0, -2639.0)"
3336,100,20,88.0,"(-3577.0, -2639.0)"
3337,100,20,21.0,"(-3577.0, -2639.0)"
3338,100,20,88.0,"(-3577.0, -2639.0)"
3339,100,20,87.0,"(-3577.0, -2639.0)"
3340,100,20,79.0,"(-3577.0, -2639.0)"
3341,100,20,94.0,"(-3577.0, -2639.0)"
3342,100,20,90.0,"(-3577.0, -2639.0)"
3343,100,20,94.0,"(-3577.0, -2639.0)"
3344,100,20,19.0,"(-3577.0, -2639.0)"
3345,100,20,80.0,"(-3577.0, -2639.0)"
3346,100,20,27.0,"(-3577.0, -2639.0)"
3347,100,20,-1.0,"(-3577.0, -2639.0)"
3348,100,20,26.0,"(-3577.0, -2639.0)"
3349,100,20,10.0,"(-3577.0, -2639.0)"
3350,100,20,95.0,"(-3577.0, -2639.0)"
3351,100,20,85.0,"(-3577.0, -2639.0)"
3352,100,20,19.0,"(-3577.0, -2639.0)"
3353,100,20,70.0,"(-3577.0, -2639.0)"
3354,100,20,23.0,"(-3577.0, -2639.0)"
3355,100,20,28.0,"(-3577.0, -2639.0)"
3356,100,20,28.0,"(-3577.0, -2639.0)"
3357,100,20,7.0,"(-3577.0, -2639.0)"
3358,100,20,18.0,"(-3577.0, -2639.0)"
3359,100,20,85.0,"(-3577.0, -2639.0)"
3360,100,20,72.0,"(-3577.0, -2639.0)"
3361,100,20,89.0,"(-3577.0, -2639.0)"
3362,100,20,90.0,"(-3577.0, -2639.0)"
3363,100,20,29.0,"(-3577.0, -2639.0)"
3364,100,20,22.0,"(-3577.0, -2639.0)"
3365,100,20,6.0,"(-3577.0, -2639.0)"
3366,100,20,83.0,"(-3577.0, -2639.0)"
3367,100,20,-2.0,"(-3577.0, -2639.0)"
3368,100,20,1.0,"(-3577.0, -2639.0)"
3369,100,20,23.0,"(-3577.0, -2639.0)"
3370,100,20,82.0,"(-3577.0, -2639.0)"
3371,100,20,14.0,"(-3577.0, -2639.0)"
3372,100,20,86.0,"(-3577.0, -2639.0)"
3373,100,20,5.0,"(-3577.0, -2639.0)"
3374,100,20,3.0,"(-3577.0, -2639.0)"
3375,100,20,85.0,"(-3577.0, -2639.0)"
3376,100,20,20.0,"(-3577.0, -2639.0)"
3377,100,20,71.0,"(-3577.0, -2639.0)"
3378,100,20,27.0,"(-3577.0, -2639.0)"
3379,100,20,86.0,"(-3577.0, -2639.0)"
3380,100,20,91.0,"(-3577.0, -2639.0)"
3381,100,20,90.0,"(-3577.0, -2639.0)"
3382,100,20,75.0,"(-3577.0, -2639.0)"
3383,100,20,26.0,"(-3577.0, -2639.0)"
3384,100,20,87.0,"(-3577.0, -2639.0)"
3385,100,20,-2.0,"(-3577.0, -2639.0)"
3386,100,20,89.0,"(-3577.0, -2639.0)"
3387,100,20,14.0,"(-3577.0, -2639.0)"
3388,100,20,17.0,"(-3577.0, -2639.0)"
3389,100,20,79.0,"(-3577.0, -2639.0)"
3390,100,20,93.0,"(-3577.0, -2639.0)"
3391,100,20,7.0,"(-3577.0, -2639.0)"
3392,100,20,92.0,"(-3577.0, -2639.0)"
3393,100,20,11.0,"(-3577.0, -2639.0)"
3394,100,20,71.0,"(-3577.0, -2639.0)"
3395,100,20,75.0,"(-3577.0, -2639.0)"
3396,100,20,4.0,"(-3577.0, -2639.0)"
3397,100,20,28.0,"(-3577.0, -2639.0)"
3398,100,20,71.0,"(-3577.0, -2639.0)"
3399,100,20,18.0,"(-3577.0, -2639.0)"
3400,100,50,-2497.0,"(-4482.0, -5182.0)"
3401,100,50,-2515.0,"(-4482.0, -5182.0)"
3402,100,50,-2508.0,"(-4482.0, -5182.0)"
3403,100,50,-2509.0,"(-4482.0, -5182.0)"
3404,100,50,-2509.0,"(-4482.0, -5182.0)"
3405,100,50,-2520.0,"(-4482.0, -5182.0)"
3406,100,50,-2523.0,"(-4482.0, -5182.0)"
3407,100,50,-2507.0,"(-4482.0, -5182.0)"
3408,100,50,-89.0,"(-4482.0, -5182.0)"
3409,100,50,-90.0,"(-4482.0, -5182.0)"
3410,100,50,-2505.0,"(-4482.0, -5182.0)"
3411,100,50,-2530.0,"(-4482.0, -5182.0)"
3412,100,50,-2504.0,"(-4482.0, -5182.0)"
3413,100,50,-84.0,"(-4482.0, -5182.0)"
3414,100,50,-2528.0,"(-4482.0, -5182.0)"
3415,100,50,-86.0,"(-4482.0, -5182.0)"
3416,100,50,-2503.0,"(-4482.0, -5182.0)"
3417,100,50,-2517.0,"(-4482.0, -5182.0)"
3418,100,50,-71.0,"(-4482.0, -5182.0)"
3419,100,50,-2507.0,"(-4482.0, -5182.0)"
3420,100,50,-2523.0,"(-4482.0, -5182.0)"
3421,100,50,-78.0,"(-4482.0, -5182.0)"
3422,100,50,-2529.0,"(-4482.0, -5182.0)"
3423,100,50,-2529.0,"(-4482.0, -5182.0)"
3424,100,50,-2528.0,"(-4482.0, -5182.0)"
3425,100,50,-70.0,"(-4482.0, -5182.0)"
3426,100,50,-70.0,"(-4482.0, -5182.0)"
3427,100,50,-2495.0,"(-4482.0, -5182.0)"
3428,100,50,-86.0,"(-4482.0, -5182.0)"
3429,100,50,-2498.0,"(-4482.0, -5182.0)"
3430,100,50,-79.0,"(-4482.0, -5182.0)"
3431,100,50,-83.0,"(-4482.0, -5182.0)"
3432,100,50,-73.0,"(-4482.0, -5182.0)"
3433,100,50,-2499.0,"(-4482.0, -5182.0)"
3434,100,50,-2506.0,"(-4482.0, -5182.0)"
3435,100,50,-2509.0,"(-4482.0, -5182.0)"
3436,100,50,-78.0,"(-4482.0, -5182.0)"
3437,100,50,-85.0,"(-4482.0, -5182.0)"
3438,100,50,-89.0,"(-4482.0, -5182.0)"
3439,100,50,-2521.0,"(-4482.0, -5182.0)"
3440,100,50,-2511.0,"(-4482.0, -5182.0)"
3441,100,50,-73.0,"(-4482.0, -5182.0)"
3442,100,50,-75.0,"(-4482.0, -5182.0)"
3443,100,50,-2517.0,"(-4482.0, -5182.0)"
3444,100,50,-2502.0,"(-4482.0, -5182.0)"
3445,100,50,-2529.0,"(-4482.0, -5182.0)"
3446,100,50,-2509.0,"(-4482.0, -5182.0)"
3447,100,50,-86.0,"(-4482.0, -5182.0)"
3448,100,50,-2498.0,"(-4482.0, -5182.0)"
3449,100,50,-2507.0,"(-4482.0, -5182.0)"
3450,100,50,-2518.0,"(-4482.0, -5182.0)"
3451,100,50,-82.0,"(-4482.0, -5182.0)"
3452,100,50,-78.0,"(-4482.0, -5182.0)"
3453,100,50,-2499.0,"(-4482.0, -5182.0)"
3454,100,50,-2514.0,"(-4482.0, -5182.0)"
3455,100,50,-74.0,"(-4482.0, -5182.0)"
3456,100,50,-2505.0,"(-4482.0, -5182.0)"
3457,100,50,-78.0,"(-4482.0, -5182.0)"
3458,100,50,-2521.0,"(-4482.0, -5182.0)"
3459,100,50,-72.0,"(-4482.0, -5182.0)"
3460,100,50,-2516.0,"(-4482.0, -5182.0)"
3461,100,50,-2524.0,"(-4482.0, -5182.0)"
3462,100,50,-85.0,"(-4482.0, -5182.0)"
3463,100,50,-2505.0,"(-4482.0, -5182.0)"
3464,100,50,-2506.0,"(-4482.0, -5182.0)"
3465,100,50,-2524.0,"(-4482.0, -5182.0)"
3466,100,50,-2514.0,"(-4482.0, -5182.0)"
3467,100,50,-90.0,"(-4482.0, -5182.0)"
3468,100,50,-2511.0,"(-4482.0, -5182.0)"
3469,100,50,-77.0,"(-4482.0, -5182.0)"
3470,100,50,-71.0,"(-4482.0, -5182.0)"
3471,100,50,-2526.0,"(-4482.0, -5182.0)"
3472,100,50,-2520.0,"(-4482.0, -5182.0)"
3473,100,50,-2519.0,"(-4482.0, -5182.0)"
3474,100,50,-80.0,"(-4482.0, -5182.0)"
3475,100,50,-2515.0,"(-4482.0, -5182.0)"
3476,100,50,-83.0,"(-4482.0, -5182.0)"
3477,100,50,-72.0,"(-4482.0, -5182.0)"
3478,100,50,-2495.0,"(-4482.0, -5182.0)"
3479,100,50,-2510.0,"(-4482.0, -5182.0)"
3480,100,50,-2523.0,"(-4482.0, -5182.0)"
3481,100,50,-2516.0,"(-4482.0, -5182.0)"
3482,100,50,-81.0,"(-4482.0, -5182.0)"
3483,100,50,-84.0,"(-4482.0, -5182.0)"
3484,100,50,-2523.0,"(-4482.0, -5182.0)"
3485,100,50,-2495.0,"(-4482.0, -5182.0)"
3486,100,50,-77.0,"(-4482.0, -5182.0)"
3487,100,50,-90.0,"(-4482.0, -5182.0)"
3488,100,50,-2491.0,"(-4482.0, -5182.0)"
3489,100,50,-78.0,"(-4482.0, -5182.0)"
3490,100,50,-71.0,"(-4482.0, -5182.0)"
3491,100,50,-73.0,"(-4482.0, -5182.0)"
3492,100,50,-80.0,"(-4482.0, -5182.0)"
3493,100,50,-80.0,"(-4482.0, -5182.0)"
3494,100,50,-2525.0,"(-4482.0, -5182.0)"
3495,100,50,-2491.0,"(-4482.0, -5182.0)"
3496,100,50,-2508.0,"(-4482.0, -5182.0)"
3497,100,50,-2513.0,"(-4482.0, -5182.0)"
3498,100,50,-2529.0,"(-4482.0, -5182.0)"
3499,100,50,-2514.0,"(-4482.0, -5182.0)"
