,algo,focus,iters
2778,brenner,1.0,40
2779,range,1.0,40
2780,entropy,1.0,40
2781,sobel,-41.0,40
2782,variance,1.0,40
2783,power,-21.0,40
2784,brenner,2.0,40
2785,range,4.0,40
2786,entropy,2.0,40
2787,sobel,-56.0,40
2788,variance,4.0,40
2789,power,-80.0,40
2790,brenner,1.0,40
2791,range,1.0,40
2792,entropy,1.0,40
2793,sobel,-75.0,40
2794,variance,3.0,40
2795,power,19.0,40
2796,brenner,4.0,40
2797,range,8.0,40
2798,entropy,8.0,40
2799,sobel,22.0,40
2800,variance,4.0,40
2801,power,-12.0,40
2802,brenner,4.0,40
2803,range,8.0,40
2804,entropy,8.0,40
2805,sobel,22.0,40
2806,variance,4.0,40
2807,power,-12.0,40
2808,brenner,1.0,40
2809,range,1.0,40
2810,entropy,1.0,40
2811,sobel,-75.0,40
2812,variance,3.0,40
2813,power,19.0,40
2814,brenner,1.0,40
2815,range,1.0,40
2816,entropy,1.0,40
2817,sobel,-75.0,40
2818,variance,1.0,40
2819,power,-21.0,40
2820,brenner,4.0,40
2821,range,8.0,40
2822,entropy,8.0,40
2823,sobel,22.0,40
2824,variance,4.0,40
2825,power,-12.0,40
2826,brenner,4.0,40
2827,range,8.0,40
2828,entropy,8.0,40
2829,sobel,22.0,40
2830,variance,4.0,40
2831,power,-12.0,40
2832,brenner,2.0,40
2833,range,4.0,40
2834,entropy,2.0,40
2835,sobel,-56.0,40
2836,variance,4.0,40
2837,power,-80.0,40
2838,brenner,-2.0,40
2839,range,4.0,40
2840,entropy,0.0,40
2841,sobel,-6.0,40
2842,variance,-2.0,40
2843,power,30.0,40
2844,brenner,4.0,40
2845,range,8.0,40
2846,entropy,8.0,40
2847,sobel,22.0,40
2848,variance,4.0,40
2849,power,-12.0,40
2850,brenner,4.0,40
2851,range,8.0,40
2852,entropy,8.0,40
2853,sobel,22.0,40
2854,variance,4.0,40
2855,power,-12.0,40
2856,brenner,2.0,40
2857,range,4.0,40
2858,entropy,2.0,40
2859,sobel,-56.0,40
2860,variance,4.0,40
2861,power,-20.0,40
2862,brenner,-2.0,40
2863,range,4.0,40
2864,entropy,0.0,40
2865,sobel,-6.0,40
2866,variance,-2.0,40
2867,power,30.0,40
2868,brenner,1.0,40
2869,range,1.0,40
2870,entropy,1.0,40
2871,sobel,75.0,40
2872,variance,3.0,40
2873,power,19.0,40
2874,brenner,1.0,40
2875,range,1.0,40
2876,entropy,1.0,40
2877,sobel,-75.0,40
2878,variance,1.0,40
2879,power,-21.0,40
2880,brenner,4.0,40
2881,range,8.0,40
2882,entropy,8.0,40
2883,sobel,22.0,40
2884,variance,4.0,40
2885,power,-12.0,40
2886,brenner,-2.0,40
2887,range,4.0,40
2888,entropy,0.0,40
2889,sobel,-6.0,40
2890,variance,-2.0,40
2891,power,30.0,40
2892,brenner,1.0,40
2893,range,1.0,40
2894,entropy,1.0,40
2895,sobel,-75.0,40
2896,variance,3.0,40
2897,power,19.0,40
2898,brenner,-1.0,40
2899,range,-7.0,40
2900,entropy,-1.0,40
2901,sobel,59.0,40
2902,variance,-3.0,40
2903,power,25.0,40
2904,brenner,-1.0,40
2905,range,-7.0,40
2906,entropy,-1.0,40
2907,sobel,59.0,40
2908,variance,-3.0,40
2909,power,25.0,40
2910,brenner,1.0,40
2911,range,1.0,40
2912,entropy,1.0,40
2913,sobel,-75.0,40
2914,variance,1.0,40
2915,power,-21.0,40
2916,brenner,-1.0,40
2917,range,-7.0,40
2918,entropy,-1.0,40
2919,sobel,59.0,40
2920,variance,-3.0,40
2921,power,25.0,40
2922,brenner,4.0,40
2923,range,8.0,40
2924,entropy,8.0,40
2925,sobel,22.0,40
2926,variance,4.0,40
2927,power,-12.0,40
2928,brenner,3.0,40
2929,range,5.0,40
2930,entropy,5.0,40
2931,sobel,29.0,40
2932,variance,7.0,40
2933,power,-19.0,40
2934,brenner,-1.0,40
2935,range,-7.0,40
2936,entropy,-1.0,40
2937,sobel,59.0,40
2938,variance,-3.0,40
2939,power,25.0,40
2940,brenner,1.0,40
2941,range,1.0,40
2942,entropy,1.0,40
2943,sobel,-41.0,40
2944,variance,1.0,40
2945,power,-21.0,40
2946,brenner,2.0,40
2947,range,4.0,40
2948,entropy,2.0,40
2949,sobel,-56.0,40
2950,variance,4.0,40
2951,power,-20.0,40
2952,brenner,2.0,40
2953,range,4.0,40
2954,entropy,2.0,40
2955,sobel,80.0,40
2956,variance,4.0,40
2957,power,-20.0,40
2958,brenner,1.0,40
2959,range,1.0,40
2960,entropy,1.0,40
2961,sobel,-75.0,40
2962,variance,1.0,40
2963,power,-21.0,40
2964,brenner,-1.0,40
2965,range,-7.0,40
2966,entropy,-1.0,40
2967,sobel,59.0,40
2968,variance,-3.0,40
2969,power,25.0,40
2970,brenner,2.0,40
2971,range,4.0,40
2972,entropy,2.0,40
2973,sobel,-56.0,40
2974,variance,4.0,40
2975,power,-80.0,40
2976,brenner,2.0,40
2977,range,4.0,40
2978,entropy,2.0,40
2979,sobel,80.0,40
2980,variance,4.0,40
2981,power,-80.0,40
2982,brenner,3.0,40
2983,range,5.0,40
2984,entropy,5.0,40
2985,sobel,29.0,40
2986,variance,7.0,40
2987,power,-67.0,40
2988,brenner,4.0,40
2989,range,8.0,40
2990,entropy,8.0,40
2991,sobel,22.0,40
2992,variance,4.0,40
2993,power,-12.0,40
2994,brenner,1.0,40
2995,range,1.0,40
2996,entropy,1.0,40
2997,sobel,-75.0,40
2998,variance,1.0,40
2999,power,-21.0,40
3000,brenner,2.0,40
3001,range,4.0,40
3002,entropy,2.0,40
3003,sobel,-56.0,40
3004,variance,4.0,40
3005,power,-20.0,40
3006,brenner,1.0,40
3007,range,1.0,40
3008,entropy,1.0,40
3009,sobel,-75.0,40
3010,variance,1.0,40
3011,power,-21.0,40
3012,brenner,-2.0,40
3013,range,4.0,40
3014,entropy,0.0,40
3015,sobel,-6.0,40
3016,variance,-2.0,40
3017,power,30.0,40
3018,brenner,3.0,40
3019,range,5.0,40
3020,entropy,5.0,40
3021,sobel,29.0,40
3022,variance,7.0,40
3023,power,-67.0,40
3024,brenner,-2.0,40
3025,range,4.0,40
3026,entropy,0.0,40
3027,sobel,-6.0,40
3028,variance,-2.0,40
3029,power,30.0,40
3030,brenner,1.0,50
3031,range,1.0,50
3032,entropy,1.0,50
3033,sobel,-75.0,50
3034,variance,3.0,50
3035,power,19.0,50
3036,brenner,2.0,50
3037,range,4.0,50
3038,entropy,2.0,50
3039,sobel,80.0,50
3040,variance,4.0,50
3041,power,-80.0,50
3042,brenner,4.0,50
3043,range,8.0,50
3044,entropy,8.0,50
3045,sobel,22.0,50
3046,variance,4.0,50
3047,power,-12.0,50
3048,brenner,1.0,50
3049,range,1.0,50
3050,entropy,1.0,50
3051,sobel,-75.0,50
3052,variance,1.0,50
3053,power,-21.0,50
3054,brenner,-1.0,50
3055,range,-7.0,50
3056,entropy,-1.0,50
3057,sobel,59.0,50
3058,variance,-3.0,50
3059,power,25.0,50
3060,brenner,3.0,50
3061,range,5.0,50
3062,entropy,5.0,50
3063,sobel,29.0,50
3064,variance,7.0,50
3065,power,-67.0,50
3066,brenner,1.0,50
3067,range,1.0,50
3068,entropy,1.0,50
3069,sobel,-75.0,50
3070,variance,1.0,50
3071,power,-21.0,50
3072,brenner,1.0,50
3073,range,1.0,50
3074,entropy,1.0,50
3075,sobel,-75.0,50
3076,variance,3.0,50
3077,power,19.0,50
3078,brenner,2.0,50
3079,range,4.0,50
3080,entropy,2.0,50
3081,sobel,80.0,50
3082,variance,4.0,50
3083,power,-80.0,50
3084,brenner,-1.0,50
3085,range,-7.0,50
3086,entropy,-1.0,50
3087,sobel,59.0,50
3088,variance,-3.0,50
3089,power,25.0,50
3090,brenner,4.0,50
3091,range,8.0,50
3092,entropy,8.0,50
3093,sobel,22.0,50
3094,variance,4.0,50
3095,power,-12.0,50
3096,brenner,2.0,50
3097,range,4.0,50
3098,entropy,2.0,50
3099,sobel,80.0,50
3100,variance,4.0,50
3101,power,-80.0,50
3102,brenner,-2.0,50
3103,range,4.0,50
3104,entropy,0.0,50
3105,sobel,-6.0,50
3106,variance,-2.0,50
3107,power,30.0,50
3108,brenner,-2.0,50
3109,range,4.0,50
3110,entropy,0.0,50
3111,sobel,-6.0,50
3112,variance,-2.0,50
3113,power,30.0,50
3114,brenner,1.0,50
3115,range,1.0,50
3116,entropy,1.0,50
3117,sobel,-75.0,50
3118,variance,1.0,50
3119,power,-21.0,50
3120,brenner,4.0,50
3121,range,8.0,50
3122,entropy,8.0,50
3123,sobel,22.0,50
3124,variance,4.0,50
3125,power,-12.0,50
3126,brenner,-2.0,50
3127,range,4.0,50
3128,entropy,0.0,50
3129,sobel,-6.0,50
3130,variance,-2.0,50
3131,power,30.0,50
3132,brenner,1.0,50
3133,range,1.0,50
3134,entropy,1.0,50
3135,sobel,-75.0,50
3136,variance,1.0,50
3137,power,-21.0,50
3138,brenner,-2.0,50
3139,range,4.0,50
3140,entropy,0.0,50
3141,sobel,-6.0,50
3142,variance,-2.0,50
3143,power,30.0,50
3144,brenner,1.0,50
3145,range,1.0,50
3146,entropy,1.0,50
3147,sobel,-75.0,50
3148,variance,1.0,50
3149,power,-21.0,50
3150,brenner,3.0,50
3151,range,5.0,50
3152,entropy,5.0,50
3153,sobel,29.0,50
3154,variance,7.0,50
3155,power,-67.0,50
3156,brenner,1.0,50
3157,range,1.0,50
3158,entropy,1.0,50
3159,sobel,-75.0,50
3160,variance,3.0,50
3161,power,19.0,50
3162,brenner,-1.0,50
3163,range,-7.0,50
3164,entropy,-1.0,50
3165,sobel,59.0,50
3166,variance,-3.0,50
3167,power,25.0,50
3168,brenner,-2.0,50
3169,range,4.0,50
3170,entropy,0.0,50
3171,sobel,-6.0,50
3172,variance,-2.0,50
3173,power,30.0,50
3174,brenner,1.0,50
3175,range,1.0,50
3176,entropy,1.0,50
3177,sobel,-41.0,50
3178,variance,1.0,50
3179,power,-21.0,50
3180,brenner,-1.0,50
3181,range,-7.0,50
3182,entropy,-1.0,50
3183,sobel,59.0,50
3184,variance,-3.0,50
3185,power,25.0,50
3186,brenner,1.0,50
3187,range,1.0,50
3188,entropy,1.0,50
3189,sobel,-75.0,50
3190,variance,1.0,50
3191,power,-21.0,50
3192,brenner,2.0,50
3193,range,4.0,50
3194,entropy,2.0,50
3195,sobel,80.0,50
3196,variance,4.0,50
3197,power,-20.0,50
3198,brenner,1.0,50
3199,range,1.0,50
3200,entropy,1.0,50
3201,sobel,-75.0,50
3202,variance,3.0,50
3203,power,19.0,50
3204,brenner,2.0,50
3205,range,4.0,50
3206,entropy,2.0,50
3207,sobel,80.0,50
3208,variance,4.0,50
3209,power,-80.0,50
3210,brenner,-2.0,50
3211,range,4.0,50
3212,entropy,0.0,50
3213,sobel,-6.0,50
3214,variance,-2.0,50
3215,power,30.0,50
3216,brenner,2.0,50
3217,range,4.0,50
3218,entropy,2.0,50
3219,sobel,80.0,50
3220,variance,4.0,50
3221,power,-80.0,50
3222,brenner,1.0,50
3223,range,1.0,50
3224,entropy,1.0,50
3225,sobel,-75.0,50
3226,variance,1.0,50
3227,power,-21.0,50
3228,brenner,1.0,50
3229,range,1.0,50
3230,entropy,1.0,50
3231,sobel,-75.0,50
3232,variance,1.0,50
3233,power,-21.0,50
3234,brenner,2.0,50
3235,range,4.0,50
3236,entropy,2.0,50
3237,sobel,80.0,50
3238,variance,4.0,50
3239,power,-80.0,50
3240,brenner,2.0,50
3241,range,4.0,50
3242,entropy,2.0,50
3243,sobel,76.0,50
3244,variance,4.0,50
3245,power,-80.0,50
3246,brenner,-2.0,50
3247,range,4.0,50
3248,entropy,0.0,50
3249,sobel,-6.0,50
3250,variance,-2.0,50
3251,power,30.0,50
3252,brenner,4.0,50
3253,range,8.0,50
3254,entropy,8.0,50
3255,sobel,22.0,50
3256,variance,4.0,50
3257,power,-12.0,50
3258,brenner,-1.0,50
3259,range,-7.0,50
3260,entropy,-1.0,50
3261,sobel,59.0,50
3262,variance,-3.0,50
3263,power,25.0,50
3264,brenner,2.0,50
3265,range,4.0,50
3266,entropy,2.0,50
3267,sobel,80.0,50
3268,variance,4.0,50
3269,power,-20.0,50
3270,brenner,1.0,50
3271,range,1.0,50
3272,entropy,1.0,50
3273,sobel,-75.0,50
3274,variance,3.0,50
3275,power,19.0,50
3276,brenner,3.0,50
3277,range,5.0,50
3278,entropy,5.0,50
3279,sobel,29.0,50
3280,variance,7.0,50
3281,power,-67.0,50
3282,brenner,1.0,50
3283,range,1.0,50
3284,entropy,1.0,50
3285,sobel,-75.0,50
3286,variance,1.0,50
3287,power,-21.0,50
3288,brenner,1.0,50
3289,range,1.0,50
3290,entropy,1.0,50
3291,sobel,-75.0,50
3292,variance,1.0,50
3293,power,-21.0,50
3294,brenner,1.0,50
3295,range,1.0,50
3296,entropy,1.0,50
3297,sobel,-75.0,50
3298,variance,3.0,50
3299,power,19.0,50
3300,brenner,-2.0,50
3301,range,4.0,50
3302,entropy,0.0,50
3303,sobel,-6.0,50
3304,variance,-2.0,50
3305,power,30.0,50
3306,brenner,1.0,50
3307,range,1.0,50
3308,entropy,1.0,50
3309,sobel,75.0,50
3310,variance,3.0,50
3311,power,19.0,50
3312,brenner,4.0,50
3313,range,8.0,50
3314,entropy,8.0,50
3315,sobel,22.0,50
3316,variance,4.0,50
3317,power,-12.0,50
3318,brenner,4.0,50
3319,range,8.0,50
3320,entropy,8.0,50
3321,sobel,22.0,50
3322,variance,4.0,50
3323,power,-12.0,50
3324,brenner,-1.0,50
3325,range,-7.0,50
3326,entropy,-1.0,50
3327,sobel,59.0,50
3328,variance,-3.0,50
3329,power,25.0,50
3330,brenner,1.0,50
3331,range,1.0,50
3332,entropy,1.0,50
3333,sobel,-75.0,50
3334,variance,1.0,50
3335,power,-21.0,50
3336,brenner,3.0,50
3337,range,5.0,50
3338,entropy,5.0,50
3339,sobel,29.0,50
3340,variance,7.0,50
3341,power,-67.0,50
3342,brenner,2.0,50
3343,range,4.0,50
3344,entropy,2.0,50
3345,sobel,80.0,50
3346,variance,4.0,50
3347,power,-80.0,50
3348,brenner,1.0,50
3349,range,1.0,50
3350,entropy,1.0,50
3351,sobel,-75.0,50
3352,variance,3.0,50
3353,power,19.0,50
3354,brenner,2.0,50
3355,range,4.0,50
3356,entropy,2.0,50
3357,sobel,80.0,50
3358,variance,4.0,50
3359,power,-80.0,50
3360,brenner,2.0,50
3361,range,4.0,50
3362,entropy,2.0,50
3363,sobel,76.0,50
3364,variance,4.0,50
3365,power,-80.0,50
3366,brenner,-2.0,50
3367,range,4.0,50
3368,entropy,0.0,50
3369,sobel,-6.0,50
3370,variance,-2.0,50
3371,power,30.0,50
3372,brenner,4.0,50
3373,range,8.0,50
3374,entropy,8.0,50
3375,sobel,22.0,50
3376,variance,4.0,50
3377,power,-12.0,50
3378,brenner,4.0,50
3379,range,8.0,50
3380,entropy,8.0,50
3381,sobel,22.0,50
3382,variance,4.0,50
3383,power,-12.0,50
3384,brenner,4.0,50
3385,range,8.0,50
3386,entropy,8.0,50
3387,sobel,22.0,50
3388,variance,4.0,50
3389,power,-12.0,50
3390,brenner,-2.0,50
3391,range,4.0,50
3392,entropy,0.0,50
3393,sobel,-6.0,50
3394,variance,-2.0,50
3395,power,30.0,50
3396,brenner,1.0,50
3397,range,1.0,50
3398,entropy,1.0,50
3399,sobel,-75.0,50
3400,variance,1.0,50
3401,power,-21.0,50
3402,brenner,3.0,50
3403,range,5.0,50
3404,entropy,5.0,50
3405,sobel,29.0,50
3406,variance,7.0,50
3407,power,-67.0,50
3408,brenner,2.0,50
3409,range,4.0,50
3410,entropy,2.0,50
3411,sobel,80.0,50
3412,variance,4.0,50
3413,power,-20.0,50
3414,brenner,4.0,50
3415,range,8.0,50
3416,entropy,8.0,50
3417,sobel,22.0,50
3418,variance,4.0,50
3419,power,-12.0,50
3420,brenner,3.0,50
3421,range,5.0,50
3422,entropy,5.0,50
3423,sobel,29.0,50
3424,variance,7.0,50
3425,power,-67.0,50
3426,brenner,2.0,50
3427,range,4.0,50
3428,entropy,2.0,50
3429,sobel,80.0,50
3430,variance,4.0,50
3431,power,-80.0,50
3432,brenner,3.0,50
3433,range,5.0,50
3434,entropy,5.0,50
3435,sobel,29.0,50
3436,variance,7.0,50
3437,power,-67.0,50
3438,brenner,-1.0,50
3439,range,-7.0,50
3440,entropy,-1.0,50
3441,sobel,59.0,50
3442,variance,-3.0,50
3443,power,25.0,50
3444,brenner,-2.0,50
3445,range,4.0,50
3446,entropy,0.0,50
3447,sobel,-6.0,50
3448,variance,-2.0,50
3449,power,30.0,50
3450,brenner,2.0,50
3451,range,4.0,50
3452,entropy,2.0,50
3453,sobel,80.0,50
3454,variance,4.0,50
3455,power,-80.0,50
3456,brenner,4.0,50
3457,range,8.0,50
3458,entropy,8.0,50
3459,sobel,22.0,50
3460,variance,4.0,50
3461,power,-12.0,50
3462,brenner,1.0,50
3463,range,1.0,50
3464,entropy,1.0,50
3465,sobel,75.0,50
3466,variance,3.0,50
3467,power,19.0,50
3468,brenner,4.0,50
3469,range,8.0,50
3470,entropy,8.0,50
3471,sobel,22.0,50
3472,variance,4.0,50
3473,power,-12.0,50
3474,brenner,1.0,50
3475,range,1.0,50
3476,entropy,1.0,50
3477,sobel,-75.0,50
3478,variance,1.0,50
3479,power,-21.0,50
3480,brenner,3.0,50
3481,range,5.0,50
3482,entropy,5.0,50
3483,sobel,29.0,50
3484,variance,7.0,50
3485,power,-67.0,50
3486,brenner,1.0,50
3487,range,1.0,50
3488,entropy,1.0,50
3489,sobel,-75.0,50
3490,variance,1.0,50
3491,power,-21.0,50
3492,brenner,-2.0,50
3493,range,4.0,50
3494,entropy,0.0,50
3495,sobel,-6.0,50
3496,variance,-2.0,50
3497,power,30.0,50
3498,brenner,3.0,50
3499,range,5.0,50
3500,entropy,5.0,50
3501,sobel,29.0,50
3502,variance,7.0,50
3503,power,-67.0,50
3504,brenner,-2.0,50
3505,range,4.0,50
3506,entropy,0.0,50
3507,sobel,-6.0,50
3508,variance,-2.0,50
3509,power,30.0,50
3510,brenner,-2.0,50
3511,range,4.0,50
3512,entropy,0.0,50
3513,sobel,-6.0,50
3514,variance,-2.0,50
3515,power,30.0,50
3516,brenner,1.0,50
3517,range,1.0,50
3518,entropy,1.0,50
3519,sobel,-75.0,50
3520,variance,1.0,50
3521,power,-21.0,50
3522,brenner,4.0,50
3523,range,8.0,50
3524,entropy,8.0,50
3525,sobel,22.0,50
3526,variance,4.0,50
3527,power,-12.0,50
3528,brenner,4.0,50
3529,range,8.0,50
3530,entropy,8.0,50
3531,sobel,22.0,50
3532,variance,4.0,50
3533,power,-12.0,50
3534,brenner,-1.0,50
3535,range,-7.0,50
3536,entropy,-1.0,50
3537,sobel,59.0,50
3538,variance,-3.0,50
3539,power,25.0,50
3540,brenner,-2.0,50
3541,range,4.0,50
3542,entropy,0.0,50
3543,sobel,-6.0,50
3544,variance,-2.0,50
3545,power,30.0,50
3546,brenner,2.0,50
3547,range,4.0,50
3548,entropy,2.0,50
3549,sobel,80.0,50
3550,variance,4.0,50
3551,power,-80.0,50
3552,brenner,2.0,50
3553,range,4.0,50
3554,entropy,2.0,50
3555,sobel,80.0,50
3556,variance,4.0,50
3557,power,-80.0,50
3558,brenner,2.0,50
3559,range,4.0,50
3560,entropy,2.0,50
3561,sobel,80.0,50
3562,variance,4.0,50
3563,power,-80.0,50
3564,brenner,2.0,50
3565,range,4.0,50
3566,entropy,2.0,50
3567,sobel,80.0,50
3568,variance,4.0,50
3569,power,-80.0,50
3570,brenner,4.0,50
3571,range,8.0,50
3572,entropy,8.0,50
3573,sobel,22.0,50
3574,variance,4.0,50
3575,power,-12.0,50
3576,brenner,1.0,50
3577,range,1.0,50
3578,entropy,1.0,50
3579,sobel,-75.0,50
3580,variance,3.0,50
3581,power,19.0,50
3582,brenner,3.0,50
3583,range,5.0,50
3584,entropy,5.0,50
3585,sobel,29.0,50
3586,variance,7.0,50
3587,power,-67.0,50
3588,brenner,-1.0,50
3589,range,-7.0,50
3590,entropy,-1.0,50
3591,sobel,59.0,50
3592,variance,-3.0,50
3593,power,25.0,50
3594,brenner,-1.0,50
3595,range,-7.0,50
3596,entropy,-1.0,50
3597,sobel,59.0,50
3598,variance,-3.0,50
3599,power,25.0,50
3600,brenner,1.0,50
3601,range,1.0,50
3602,entropy,1.0,50
3603,sobel,-75.0,50
3604,variance,3.0,50
3605,power,19.0,50
3606,brenner,4.0,50
3607,range,8.0,50
3608,entropy,8.0,50
3609,sobel,22.0,50
3610,variance,4.0,50
3611,power,-12.0,50
3612,brenner,3.0,50
3613,range,5.0,50
3614,entropy,5.0,50
3615,sobel,29.0,50
3616,variance,7.0,50
3617,power,-67.0,50
3618,brenner,-1.0,50
3619,range,-7.0,50
3620,entropy,-1.0,50
3621,sobel,59.0,50
3622,variance,-3.0,50
3623,power,25.0,50
3624,brenner,3.0,50
3625,range,5.0,50
3626,entropy,5.0,50
3627,sobel,29.0,50
3628,variance,7.0,50
3629,power,-67.0,50
3630,brenner,-1.0,50
3631,range,-7.0,50
3632,entropy,-1.0,50
3633,sobel,59.0,50
3634,variance,-3.0,50
3635,power,25.0,50
